"sentence,tense,aspect"
Google was interviewing Thomas,past progressive,progressive
Google had hired Thomas,past perfect,perfect
Google was interviewing Thomas,past progressive,progressive
Google will hire Thomas,future simple,progressive
Google was interviewing Thomas,past progressive,progressive
Google hires Thomas,present simple,progressive
Google was interviewing Thomas,past progressive,progressive
Google hired Thomas,past simple,perfect
Google has interviewed Thomas,present perfect,perfect
Google is hiring Thomas,present progressive,progressive
Google has interviewed Thomas,present perfect,perfect
Google was hiring Thomas,past progressive,progressive
Google has interviewed Thomas,present perfect,perfect
Google has hired Thomas,present perfect,perfect
Google has interviewed Thomas,present perfect,perfect
Google had hired Thomas,past perfect,perfect
Google has interviewed Thomas,present perfect,perfect
Google will hire Thomas,future simple,progressive
Google has interviewed Thomas,present perfect,perfect
Google hires Thomas,present simple,progressive
Google has interviewed Thomas,present perfect,perfect
Google hired Thomas,past simple,perfect
Google had interviewed Thomas,past perfect,perfect
Google is hiring Thomas,present progressive,progressive
Google had interviewed Thomas,past perfect,perfect
Google was hiring Thomas,past progressive,progressive
Google had interviewed Thomas,past perfect,perfect
Google has hired Thomas,present perfect,perfect
Google had interviewed Thomas,past perfect,perfect
Google had hired Thomas,past perfect,perfect
Google had interviewed Thomas,past perfect,perfect
Google will hire Thomas,future simple,progressive
Google had interviewed Thomas,past perfect,perfect
Google hires Thomas,present simple,progressive
Google had interviewed Thomas,past perfect,perfect
Google hired Thomas,past simple,perfect
Google will interview Thomas,future simple,progressive
Google is hiring Thomas,present progressive,progressive
Google will interview Thomas,future simple,progressive
Google was hiring Thomas,past progressive,progressive
Google will interview Thomas,future simple,progressive
Google has hired Thomas,present perfect,perfect
Google will interview Thomas,future simple,progressive
Google had hired Thomas,past perfect,perfect
Google will interview Thomas,future simple,progressive
Google will hire Thomas,future simple,progressive
Google will interview Thomas,future simple,progressive
Google hires Thomas,present simple,progressive
Google will interview Thomas,future simple,progressive
Google hired Thomas,past simple,perfect
Google interviews Thomas,present simple,progressive
Google is hiring Thomas,present progressive,progressive
Google interviews Thomas,present simple,progressive
Google was hiring Thomas,past progressive,progressive
Google interviews Thomas,present simple,progressive
Google has hired Thomas,present perfect,perfect
Google interviews Thomas,present simple,progressive
Google had hired Thomas,past perfect,perfect
Google interviews Thomas,present simple,progressive
Google will hire Thomas,future simple,progressive
Google interviews Thomas,present simple,progressive
Google hires Thomas,present simple,progressive
Google interviews Thomas,present simple,progressive
Google hired Thomas,past simple,perfect
Google interviewed Thomas,past simple,perfect
Google is hiring Thomas,present progressive,progressive
Google interviewed Thomas,past simple,perfect
Google was hiring Thomas,past progressive,progressive
Google interviewed Thomas,past simple,perfect
Google has hired Thomas,present perfect,perfect
Google interviewed Thomas,past simple,perfect
Google had hired Thomas,past perfect,perfect
Google interviewed Thomas,past simple,perfect
Google will hire Thomas,future simple,progressive
Google interviewed Thomas,past simple,perfect
Google hires Thomas,present simple,progressive
Google interviewed Thomas,past simple,perfect
Google hired Thomas,past simple,perfect
John is publishing the documentary,present progressive,progressive
John is filming the documentary,present progressive,progressive
John is publishing the documentary,present progressive,progressive
John was filming the documentary,past progressive,progressive
John is publishing the documentary,present progressive,progressive
John has filmed the documentary,present perfect,perfect
John is publishing the documentary,present progressive,progressive
John had filmed the documentary,past perfect,perfect
John is publishing the documentary,present progressive,progressive
John will film the documentary,future simple,progressive
John is publishing the documentary,present progressive,progressive
John films the documentary,present simple,progressive
John is publishing the documentary,present progressive,progressive
John filmed the documentary,past simple,perfect
John was publishing the documentary,past progressive,progressive
John is filming the documentary,present progressive,progressive
John was publishing the documentary,past progressive,progressive
John was filming the documentary,past progressive,progressive
John was publishing the documentary,past progressive,progressive
John has filmed the documentary,present perfect,perfect
John was publishing the documentary,past progressive,progressive
John had filmed the documentary,past perfect,perfect
John was publishing the documentary,past progressive,progressive
John will film the documentary,future simple,progressive
John was publishing the documentary,past progressive,progressive
John films the documentary,present simple,progressive
John was publishing the documentary,past progressive,progressive
John filmed the documentary,past simple,perfect
John has published the documentary,present perfect,perfect
John is filming the documentary,present progressive,progressive
John has published the documentary,present perfect,perfect
John was filming the documentary,past progressive,progressive
John has published the documentary,present perfect,perfect
John has filmed the documentary,present perfect,perfect
John has published the documentary,present perfect,perfect
John had filmed the documentary,past perfect,perfect
John has published the documentary,present perfect,perfect
John will film the documentary,future simple,progressive
John has published the documentary,present perfect,perfect
John films the documentary,present simple,progressive
John has published the documentary,present perfect,perfect
John filmed the documentary,past simple,perfect
John had published the documentary,past perfect,perfect
John is filming the documentary,present progressive,progressive
John had published the documentary,past perfect,perfect
John was filming the documentary,past progressive,progressive
John had published the documentary,past perfect,perfect
John has filmed the documentary,present perfect,perfect
John had published the documentary,past perfect,perfect
John had filmed the documentary,past perfect,perfect
John had published the documentary,past perfect,perfect
